y,u
9.331149999999999590e-05,4.024679999999999924e-01
9.624490000000000410e-05,4.068169999999999842e-01
9.926790000000000548e-05,4.110340000000000105e-01
1.023829999999999987e-04,4.151250000000000218e-01
1.055940000000000058e-04,4.190980000000000261e-01
1.089029999999999973e-04,4.229589999999999739e-01
1.123129999999999935e-04,4.267150000000000110e-01
1.158270000000000008e-04,4.303730000000000055e-01
1.194500000000000032e-04,4.339399999999999924e-01
1.231829999999999893e-04,4.374210000000000043e-01
1.270309999999999972e-04,4.408219999999999916e-01
1.309969999999999928e-04,4.441510000000000180e-01
1.350850000000000119e-04,4.474110000000000031e-01
1.392990000000000092e-04,4.506080000000000085e-01
1.436429999999999933e-04,4.537479999999999847e-01
1.481200000000000116e-04,4.568340000000000178e-01
1.527339999999999915e-04,4.598709999999999742e-01
1.574910000000000003e-04,4.628639999999999977e-01
1.623949999999999927e-04,4.658149999999999791e-01
1.674489999999999887e-04,4.687279999999999780e-01
1.726590000000000015e-04,4.716080000000000272e-01
1.780300000000000014e-04,4.744550000000000156e-01
1.835670000000000129e-04,4.772739999999999760e-01
1.892739999999999906e-04,4.800670000000000215e-01
1.951570000000000019e-04,4.828370000000000162e-01
2.012220000000000057e-04,4.855849999999999889e-01
2.074739999999999994e-04,4.883129999999999971e-01
2.139200000000000118e-04,4.910240000000000160e-01
2.205639999999999977e-04,4.937190000000000190e-01
2.274130000000000129e-04,4.964000000000000079e-01
2.344740000000000051e-04,4.990680000000000116e-01
2.417529999999999874e-04,5.017249999999999766e-01
2.492570000000000159e-04,5.043710000000000138e-01
2.569930000000000109e-04,5.070080000000000142e-01
2.649679999999999744e-04,5.096359999999999779e-01
2.731890000000000165e-04,5.122579999999999911e-01
2.816650000000000078e-04,5.148730000000000251e-01
2.904019999999999887e-04,5.174819999999999975e-01
2.994100000000000082e-04,5.200869999999999660e-01
3.086960000000000138e-04,5.226870000000000127e-01
3.182700000000000004e-04,5.252839999999999732e-01
3.281390000000000240e-04,5.278770000000000406e-01
3.383139999999999867e-04,5.304680000000000506e-01
3.488039999999999760e-04,5.330570000000000030e-01
3.596180000000000253e-04,5.356440000000000090e-01
3.707669999999999824e-04,5.382289999999999575e-01
3.822599999999999891e-04,5.408140000000000169e-01
3.941090000000000175e-04,5.433980000000000476e-01
4.063250000000000238e-04,5.459810000000000496e-01
4.189190000000000188e-04,5.485640000000000516e-01
4.319029999999999744e-04,5.511479999999999713e-01
4.452880000000000098e-04,5.537309999999999732e-01
4.590880000000000199e-04,5.563160000000000327e-01
4.733140000000000155e-04,5.589009999999999811e-01
4.879810000000000159e-04,5.614860000000000406e-01
5.031019999999999546e-04,5.640730000000000466e-01
5.186919999999999595e-04,5.666609999999999703e-01
5.347629999999999485e-04,5.692509999999999515e-01
5.513319999999999723e-04,5.718419999999999614e-01
5.684140000000000503e-04,5.744350000000000289e-01
5.860250000000000008e-04,5.770290000000000141e-01
6.041809999999999672e-04,5.796249999999999458e-01
6.228990000000000004e-04,5.822239999999999638e-01
6.421969999999999502e-04,5.848240000000000105e-01
6.620919999999999757e-04,5.874270000000000325e-01
6.826030000000000509e-04,5.900320000000000009e-01
7.037490000000000412e-04,5.926390000000000269e-01
7.255500000000000447e-04,5.952490000000000281e-01
7.480250000000000354e-04,5.978609999999999758e-01
7.711970000000000500e-04,6.004770000000000385e-01
7.950859999999999699e-04,6.030950000000000477e-01
8.197150000000000486e-04,6.057160000000000322e-01
8.451059999999999822e-04,6.083410000000000206e-01
8.712830000000000401e-04,6.109679999999999556e-01
8.982709999999999653e-04,6.135990000000000055e-01
9.260950000000000432e-04,6.162330000000000307e-01
9.547800000000000167e-04,6.188709999999999489e-01
9.843540000000000015e-04,6.215129999999999821e-01
1.014839999999999926e-03,6.241590000000000193e-01
1.046279999999999910e-03,6.268080000000000318e-01
1.078680000000000047e-03,6.294619999999999660e-01
1.112090000000000040e-03,6.321200000000000152e-01
1.146539999999999929e-03,6.347829999999999862e-01
1.182050000000000028e-03,6.374499999999999611e-01
1.218660000000000099e-03,6.401219999999999688e-01
1.256409999999999905e-03,6.428000000000000380e-01
1.295319999999999978e-03,6.454820000000000002e-01
1.335440000000000021e-03,6.481700000000000239e-01
1.376800000000000072e-03,6.508639999999999981e-01
1.419439999999999895e-03,6.535640000000000338e-01
1.463399999999999901e-03,6.562700000000000200e-01
1.508730000000000010e-03,6.589819999999999567e-01
1.555460000000000046e-03,6.617020000000000124e-01
1.603629999999999986e-03,6.644269999999999898e-01
1.653299999999999909e-03,6.671610000000000040e-01
1.704500000000000069e-03,6.699019999999999975e-01
1.757289999999999894e-03,6.726499999999999702e-01
1.811719999999999954e-03,6.754069999999999796e-01
1.867830000000000011e-03,6.781719999999999970e-01
1.925679999999999926e-03,6.809469999999999690e-01
1.985320000000000053e-03,6.837299999999999489e-01
2.046800000000000095e-03,6.865229999999999944e-01
2.110190000000000069e-03,6.893259999999999943e-01
2.175550000000000053e-03,6.921389999999999487e-01
2.242930000000000184e-03,6.949629999999999974e-01
2.312390000000000105e-03,6.977970000000000006e-01
2.384010000000000209e-03,7.006440000000000445e-01
2.457840000000000198e-03,7.035019999999999607e-01
2.533960000000000032e-03,7.063730000000000286e-01
2.612440000000000161e-03,7.092570000000000263e-01
2.693350000000000171e-03,7.121539999999999537e-01
2.776760000000000079e-03,7.150649999999999507e-01
2.862759999999999784e-03,7.179910000000000458e-01
2.951420000000000172e-03,7.209309999999999885e-01
3.042819999999999900e-03,7.238860000000000294e-01
3.137060000000000109e-03,7.268580000000000041e-01
3.234209999999999949e-03,7.298459999999999948e-01
3.334380000000000070e-03,7.328510000000000302e-01
3.437640000000000053e-03,7.358729999999999993e-01
3.544110000000000055e-03,7.389139999999999597e-01
3.653870000000000035e-03,7.419729999999999936e-01
3.767030000000000205e-03,7.450520000000000476e-01
3.883689999999999972e-03,7.481510000000000105e-01
4.003969999999999925e-03,7.512699999999999934e-01
4.127969999999999903e-03,7.544100000000000250e-01
4.255819999999999569e-03,7.575730000000000519e-01
4.387620000000000062e-03,7.607570000000000165e-01
4.523499999999999743e-03,7.639650000000000052e-01
4.663589999999999576e-03,7.671959999999999891e-01
4.808029999999999596e-03,7.704520000000000257e-01
4.956930000000000017e-03,7.737330000000000041e-01
5.110439999999999948e-03,7.770399999999999530e-01
5.268710000000000233e-03,7.803729999999999833e-01
5.431889999999999982e-03,7.837330000000000130e-01
5.600110000000000157e-03,7.871209999999999596e-01
5.773549999999999689e-03,7.905379999999999630e-01
5.952350000000000349e-03,7.939840000000000231e-01
6.136690000000000200e-03,7.974590000000000289e-01
6.326749999999999909e-03,8.009650000000000380e-01
6.522680000000000318e-03,8.045020000000000504e-01
6.724690000000000181e-03,8.080709999999999837e-01
6.932950000000000224e-03,8.116729999999999778e-01
7.147660000000000124e-03,8.153070000000000039e-01
7.369030000000000372e-03,8.189760000000000373e-01
7.597239999999999896e-03,8.226780000000000204e-01
7.832530000000000742e-03,8.264160000000000394e-01
8.075099999999999986e-03,8.301889999999999548e-01
8.325179999999999733e-03,8.339969999999999883e-01
8.583010000000000292e-03,8.378430000000000044e-01
8.848830000000000237e-03,8.417249999999999455e-01
9.122869999999999938e-03,8.456439999999999513e-01
9.405399999999999525e-03,8.496000000000000218e-01
9.696690000000000864e-03,8.535939999999999639e-01
9.996990000000000737e-03,8.576259999999999994e-01
1.030660000000000083e-02,8.616960000000000175e-01
1.062579999999999948e-02,8.658029999999999893e-01
1.095490000000000005e-02,8.699480000000000546e-01
1.129409999999999963e-02,8.741299999999999626e-01
1.164390000000000043e-02,8.783480000000000176e-01
1.200449999999999955e-02,8.826019999999999976e-01
1.237629999999999980e-02,8.868909999999999849e-01
1.275959999999999941e-02,8.912139999999999507e-01
1.315470000000000007e-02,8.955680000000000307e-01
1.356210000000000054e-02,8.999530000000000030e-01
1.398220000000000018e-02,9.043660000000000032e-01
1.441519999999999954e-02,9.088049999999999740e-01
1.486160000000000085e-02,9.132670000000000510e-01
1.532189999999999941e-02,9.177469999999999795e-01
1.579639999999999864e-02,9.222420000000000062e-01
1.628560000000000077e-02,9.267469999999999875e-01
1.678999999999999937e-02,9.312559999999999727e-01
1.730989999999999959e-02,9.357630000000000114e-01
1.784600000000000075e-02,9.402599999999999847e-01
1.839870000000000047e-02,9.447389999999999954e-01
1.896849999999999925e-02,9.491889999999999494e-01
1.955600000000000047e-02,9.535989999999999744e-01
2.016159999999999827e-02,9.579560000000000297e-01
2.078599999999999892e-02,9.622439999999999882e-01
2.142969999999999944e-02,9.664469999999999450e-01
2.209339999999999915e-02,9.705439999999999623e-01
2.277759999999999854e-02,9.745139999999999914e-01
2.348309999999999981e-02,9.783290000000000042e-01
2.421030000000000057e-02,9.819609999999999728e-01
2.496009999999999895e-02,9.853769999999999474e-01
2.573309999999999834e-02,9.885389999999999455e-01
2.653010000000000090e-02,9.914060000000000095e-01
2.735169999999999962e-02,9.939310000000000089e-01
2.819879999999999956e-02,9.960670000000000357e-01
2.907210000000000003e-02,9.977650000000000130e-01
2.997239999999999974e-02,9.989829999999999544e-01
3.090069999999999970e-02,9.997040000000000370e-01
3.185759999999999981e-02,9.999919999999999920e-01
3.284429999999999988e-02,1.000050000000000106e+00
3.386139999999999983e-02,1.000050000000000106e+00
3.491009999999999946e-02,1.000040000000000040e+00
3.599129999999999691e-02,1.000040000000000040e+00
3.710589999999999722e-02,1.000040000000000040e+00
3.825510000000000022e-02,1.000040000000000040e+00
3.943979999999999708e-02,1.000040000000000040e+00
4.066129999999999745e-02,1.000040000000000040e+00
4.192049999999999943e-02,1.000040000000000040e+00
4.321880000000000166e-02,1.000029999999999974e+00
4.455730000000000107e-02,1.000029999999999974e+00
4.593719999999999748e-02,1.000029999999999974e+00
4.735990000000000338e-02,1.000029999999999974e+00
4.882659999999999778e-02,1.000029999999999974e+00
5.033870000000000011e-02,1.000029999999999974e+00
5.189769999999999800e-02,1.000019999999999909e+00
5.350490000000000107e-02,1.000019999999999909e+00
5.516200000000000270e-02,1.000019999999999909e+00
5.687029999999999863e-02,1.000019999999999909e+00
5.863159999999999900e-02,1.000010000000000066e+00
6.044739999999999835e-02,1.000010000000000066e+00
6.231939999999999702e-02,1.000010000000000066e+00
6.424939999999999818e-02,1.000010000000000066e+00
6.623919999999999808e-02,1.000000000000000000e+00
6.829060000000000685e-02,1.000000000000000000e+00
7.040559999999999874e-02,9.999989999999999712e-01
7.258599999999999774e-02,9.999959999999999960e-01
7.483399999999999774e-02,9.999930000000000208e-01
7.715160000000000073e-02,9.999900000000000455e-01
7.954089999999999772e-02,9.999869999999999592e-01
8.200430000000000219e-02,9.999829999999999552e-01
8.454390000000000516e-02,9.999799999999999800e-01
8.716219999999999524e-02,9.999770000000000048e-01
8.986159999999999981e-02,9.999730000000000008e-01
9.264459999999999362e-02,9.999700000000000255e-01
9.551379999999999593e-02,9.999660000000000215e-01
9.847179999999999822e-02,9.999620000000000175e-01
1.015210000000000001e-01,9.999590000000000423e-01
1.046659999999999952e-01,9.999550000000000383e-01
1.079070000000000029e-01,9.999510000000000343e-01
1.112490000000000007e-01,9.999470000000000303e-01
1.146940000000000043e-01,9.999430000000000263e-01
1.182460000000000039e-01,9.999390000000000223e-01
1.219080000000000025e-01,9.999350000000000183e-01
1.256839999999999902e-01,9.999310000000000143e-01
1.295759999999999967e-01,9.999270000000000103e-01
1.335890000000000133e-01,9.999230000000000063e-01
1.377259999999999873e-01,9.999200000000000310e-01
1.419920000000000071e-01,9.999160000000000270e-01
1.463889999999999914e-01,9.999120000000000230e-01
1.509230000000000016e-01,9.999080000000000190e-01
1.555970000000000131e-01,9.999040000000000150e-01
1.604150000000000020e-01,9.999000000000000110e-01
1.653830000000000022e-01,9.998960000000000070e-01
1.705049999999999899e-01,9.998920000000000030e-01
1.757859999999999978e-01,9.998890000000000278e-01
1.812300000000000022e-01,9.998850000000000238e-01
1.868430000000000091e-01,9.998820000000000485e-01
1.926289999999999947e-01,9.998780000000000445e-01
1.985949999999999938e-01,9.998740000000000405e-01
2.047450000000000103e-01,9.998709999999999543e-01
2.110859999999999959e-01,9.998679999999999790e-01
2.176230000000000109e-01,9.998639999999999750e-01
2.243630000000000069e-01,9.998609999999999998e-01
2.313109999999999888e-01,9.998580000000000245e-01
2.384749999999999925e-01,9.998550000000000493e-01
2.458599999999999952e-01,9.998519999999999630e-01
2.534750000000000059e-01,9.998489999999999878e-01
2.613249999999999740e-01,9.998470000000000413e-01
2.694179999999999908e-01,9.998439999999999550e-01
2.777620000000000089e-01,9.998409999999999798e-01
2.863640000000000074e-01,9.998380000000000045e-01
2.952319999999999944e-01,9.998359999999999470e-01
3.043759999999999799e-01,9.998329999999999718e-01
3.138020000000000254e-01,9.998310000000000253e-01
3.235210000000000030e-01,9.998289999999999678e-01
3.335400000000000031e-01,9.998259999999999925e-01
3.438689999999999802e-01,9.998240000000000460e-01
3.545189999999999730e-01,9.998219999999999885e-01
3.654979999999999896e-01,9.998200000000000420e-01
3.768179999999999863e-01,9.998179999999999845e-01
3.884880000000000000e-01,9.998160000000000380e-01
4.005190000000000139e-01,9.998139999999999805e-01
4.129229999999999845e-01,9.998120000000000340e-01
4.257110000000000061e-01,9.998099999999999765e-01
4.388949999999999796e-01,9.998080000000000300e-01
4.524880000000000013e-01,9.998059999999999725e-01
4.665009999999999990e-01,9.998050000000000548e-01
4.809479999999999866e-01,9.998029999999999973e-01
4.958429999999999782e-01,9.998010000000000508e-01
5.111989999999999590e-01,9.997989999999999933e-01
5.270310000000000272e-01,9.997970000000000468e-01
5.433529999999999749e-01,9.997960000000000180e-01
5.601800000000000113e-01,9.997939999999999605e-01
5.775289999999999591e-01,9.997920000000000140e-01
5.954150000000000276e-01,9.997899999999999565e-01
6.138550000000000395e-01,9.997880000000000100e-01
6.328660000000000396e-01,9.997859999999999525e-01
6.524649999999999617e-01,9.997840000000000060e-01
6.726720000000000477e-01,9.997819999999999485e-01
6.935040000000000093e-01,9.997800000000000020e-01
7.149820000000000064e-01,9.997779999999999445e-01
7.371250000000000302e-01,9.997749999999999693e-01
7.599529999999999896e-01,9.997719999999999940e-01
7.834889999999999910e-01,9.997690000000000188e-01
8.077530000000000543e-01,9.997660000000000435e-01
8.327689999999999815e-01,9.997620000000000395e-01
8.585599999999999898e-01,9.997580000000000355e-01
8.851489999999999636e-01,9.997530000000000028e-01
9.125619999999999843e-01,9.997479999999999700e-01
9.408239999999999936e-01,9.997340000000000115e-01
9.699609999999999621e-01,9.997369999999999868e-01
1.000000000000000000e+00,9.997509999999999453e-01
